Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
5,Europe - Eastern,Gotse Delchev,Bulgaria,LZ0DDO B,LZ0DDO G,438.45,DUP-,7.6,DV,,,YES,Approximate,41.58,23.62,+2:00
5,Europe - Eastern,HASKOVO,Bulgaria,LZ0DAX B,LZ0DAX G,438.35,DUP-,0,DV,,,YES,Approximate,41.91,25.3,+1:00
5,Europe - Eastern,Karlovo,Bulgaria,LZ0DVB B,LZ0DVB G,439.25,DUP-,7.6,DV,,,YES,Approximate,42.72,24.92,+2:00
5,Europe - Eastern,Petrohan,Bulgaria,LZ0DDA B,LZ0DDA G,438.45,DUP-,7.6,DV,,,YES,Approximate,43.14,23.13,+2:00
5,Europe - Eastern,PLOVDIV,Bulgaria,LZ0DAP B,LZ0DAP G,438.5,DUP-,7.6,DV,,,YES,Approximate,42,24.73,+2:00
5,Europe - Eastern,RAZGRAD,Bulgaria,LZ0DRZ B,LZ0DRZ G,438.45,DUP-,7.6,DV,,,YES,Approximate,43.56,26.54,+2:00
5,Europe - Eastern,RUSE,Bulgaria,LZ0DAR B,LZ0DAR G,438.55,DUP-,7.6,DV,,,YES,Approximate,43.83,25.96,+2:00
5,Europe - Eastern,SHUMEN,Bulgaria,LZ0DAH B,LZ0DAH G,438.4,DUP-,7.6,DV,,,YES,Approximate,43.26,26.93,+2:00
5,Europe - Eastern,SOFIA,Bulgaria,LZ0DAB B,LZ0DAB G,438.55,DUP-,7.6,DV,,,YES,Approximate,42.64,23.25,+2:00
5,Europe - Eastern,Sofia,Bulgaria,LZ0DSR B,LZ0DSR G,439.15,DUP-,5,DV,,,YES,Approximate,42.57,23.29,+2:00
5,Europe - Eastern,SOFIA,Bulgaria,LZ0SUN B,LZ0SUN G,438.425,DUP-,7.6,DV,,,YES,Approximate,42.62,23.35,+2:00
5,Europe - Eastern,STARA ZAGORA,Bulgaria,LZ0DAC B,LZ0DAC G,438.45,DUP-,7.6,DV,,,YES,Approximate,42.48,25.67,+2:00
5,Europe - Eastern,SUNNY BEACH,Bulgaria,LZ0DAD B,LZ0DAD G,438.5,DUP-,7.6,DV,,,YES,Approximate,42.8,27.66,+2:00
5,Europe - Eastern,VARNA,Bulgaria,LZ0DAV B,LZ0DAV G,438.55,DUP-,7.6,DV,,,YES,Approximate,43.24,27.96,+1:00
5,Europe - Eastern,YABLANITSA,Bulgaria,LZ0DDR B,LZ0DDR G,435.8,DUP-,7.6,DV,,,YES,Approximate,43.04,24.06,+2:00
5,Europe - Eastern,Brno,Czech Re,OK0BRQ B,OK0BRQ G,439.45,DUP-,7.6,DV,,,YES,Approximate,49.2,16.53,+1:00
5,Europe - Eastern,Cukrak,Czech Re,OK0NCC B,OK0NCC G,439.55,DUP+,7.6,DV,,,YES,Approximate,49.94,14.36,+1:00
5,Europe - Eastern,Devet Krizu,Czech Re,OK0DIT B,OK0DIT G,438.6375,DUP-,7.6,DV,,,YES,Approximate,49.27,16.31,+1:00
5,Europe - Eastern,Devet Krizu,Czech Re,OK0DIT C,OK0DIT G,144.925,DUP-,0,DV,,,YES,Approximate,49.27,16.31,+1:00
5,Europe - Eastern,Jested,Czech Re,OK0DJ  C,OK0DJ  G,145.6875,DUP-,0.6,DV,,,YES,Approximate,50.74,14.99,+1:00
5,Europe - Eastern,Krkonose Nationa,Czech Re,OK0BCA B,OK0BCA G,438.9,DUP-,7.6,DV,,,YES,Approximate,50.69,15.71,+1:00
5,Europe - Eastern,Plavec,Czech Re,OK0DRB B,OK0DRB G,439.4875,DUP-,7.6,DV,,,YES,Approximate,50.08,13.5,+1:00
5,Europe - Eastern,Plzen,Czech Re,OK0DPL B,OK0DPL G,439.5,DUP-,7.6,DV,,,YES,Approximate,49.69,13.47,+1:00
5,Europe - Eastern,Praha,Czech Re,OK0HCS B,OK0HCS G,439.45,DUP-,7.6,DV,,,YES,Approximate,50.09,14.39,+1:00
5,Europe - Eastern,Svratouch,Czech Re,OK0BAF B,OK0BAF G,438.6,DUP-,7.6,DV,,,YES,Approximate,49.74,16.04,+1:00
5,Europe - Eastern,Budapest,Hungary,HG5RUD B,HG5RUD G,438.475,DUP-,7.6,DV,,,YES,Approximate,47.56,19.01,+2:00
5,Europe - Eastern,Erd,Hungary,HG7RUF B,HG7RUF G,438.425,DUP-,7.6,DV,,,YES,Approximate,47.42,18.91,+1:00
5,Europe - Eastern,Fonyod,Hungary,HG3RUE B,HG3RUE G,438.45,DUP-,7.6,DV,,,YES,Approximate,46.74,17.55,+1:00
5,Europe - Eastern,Galyateto,Hungary,HG6RUB B,HG6RUB G,438.375,DUP-,7.6,DV,,,YES,Approximate,47.92,19.92,+2:00
5,Europe - Eastern,Gerecse,Hungary,HG2RUF B,HG2RUF G,438.275,DUP-,7.6,DV,,,YES,Approximate,47.68,18.5,+2:00
5,Europe - Eastern,Vac,Hungary,HG7RUD B,HG7RUD G,438.45,DUP-,7.6,DV,,,YES,Approximate,47.78,19.14,+1:00
5,Europe - Eastern,Bialystok,Poland,SR4UBI B,SR4UBI G,439.425,DUP-,7.6,DV,,,YES,Approximate,53.14,23.14,+1:00
5,Europe - Eastern,Biskupia Kopa,Poland,SR6UKB B,SR6UKB G,439.2625,DUP-,7.6,DV,,,YES,Approximate,50.26,17.43,+1:00
5,Europe - Eastern,Bogdanowka,Poland,SR9UVP B,SR9UVP G,439.3625,DUP-,7.6,DV,,,YES,Approximate,49.76,19.8,+1:00
5,Europe - Eastern,Bydgoszcz,Poland,SR2UVF C,SR2UVF G,145.7,DUP-,0,DV,,,YES,Approximate,53.15,18.14,+1:00
5,Europe - Eastern,Bydgoszcz,Poland,SR2UVF B,SR2UVF G,438.9375,DUP-,7.6,DV,,,YES,Approximate,53.15,18.14,+1:00
5,Europe - Eastern,Chotylow,Poland,SR8UVC B,SR8UVC G,439.55,DUP-,7.6,DV,,,YES,Approximate,52.01,23.36,+1:00
5,Europe - Eastern,Dylewska Gora,Poland,SR4UVD B,SR4UVD G,439.5125,DUP-,7.6,DV,,,YES,Approximate,53.55,19.95,+1:00
5,Europe - Eastern,Gdynia,Poland,SR2UVG B,SR2UVG G,438.6875,DUP-,7.6,DV,,,YES,Approximate,54.46,18.44,+1:00
5,Europe - Eastern,Hala Miziowa,Poland,SR9UV  C,SR9UV  G,439.9375,DUP-,0,DV,,,YES,Approximate,49.55,19.32,+1:00
5,Europe - Eastern,Jaworzyna Krynic,Poland,SR9UVJ B,SR9UVJ G,439.5,DUP-,7.6,DV,,,YES,Approximate,49.42,20.9,+1:00
5,Europe - Eastern,Kamiensk,Poland,SR7UVV B,SR7UVV G,439.4875,DUP-,7.6,DV,,,YES,Approximate,51.21,19.5,+1:00
5,Europe - Eastern,Kazimierz Dolny,Poland,SR8UVP C,SR8UVP G,145.7,DUP-,0.6,DV,,,YES,Approximate,51.33,21.97,+1:00
5,Europe - Eastern,Kazimierz Dolny,Poland,SR8UVP B,SR8UVP G,439.4625,DUP-,7.6,DV,,,YES,Approximate,51.33,21.97,+1:00
5,Europe - Eastern,Kazimierz Dolny,Poland,SR8UVP A,SR8UVP G,439.27,DUP-,5,DV,,,YES,Approximate,51.33,21.97,+1:00
5,Europe - Eastern,Kielce,Poland,SR7UVK B,SR7UVK G,439.125,DUP-,7.6,DV,,,YES,Approximate,50.9,20.67,+1:00
5,Europe - Eastern,Korfantowka,Poland,SR2VVV B,SR2VVV G,439.3375,DUP-,7.6,DV,,,YES,Approximate,53.05,17.49,+1:00
5,Europe - Eastern,Kozlowiec,Poland,SR5RK  B,SR5RK  G,438.75,DUP-,7.6,DV,,,YES,Approximate,51.36,20.58,+1:00
5,Europe - Eastern,Leszno,Poland,SR3UVL B,SR3UVL G,439.2375,DUP-,7.6,DV,,,YES,Approximate,51.82,16.66,+1:00
5,Europe - Eastern,Lodz,Poland,SR7UVL B,SR7UVL G,439.45,DUP-,7.6,DV,,,YES,Approximate,51.79,19.54,+1:00
5,Europe - Eastern,Łodź,Poland,SR7LDZ B,SR7LDZ G,438.35,DUP-,7.6,DV,,,YES,Approximate,51.79,19.54,+1:00
5,Europe - Eastern,Łodź,Poland,SR7ULM B,SR7ULM G,439.5,DUP-,7.6,DV,,,YES,Approximate,51.75,19.45,+1:00
5,Europe - Eastern,Lublin,Poland,SR8UVL B,SR8UVL G,438.825,DUP-,7.6,DV,,,YES,Approximate,51.23,22.63,+1:00
5,Europe - Eastern,Milki/Mazury,Poland,SR4UVM B,SR4UVM G,439.4875,DUP-,7.6,DV,,,YES,Approximate,53.94,21.85,+1:00
5,Europe - Eastern,Moszna-Parcela,Poland,SR5WC  B,SR5WC  G,438.6,DUP-,7.6,DV,,,YES,Approximate,52.18,20.75,+1:00
5,Europe - Eastern,Mragowo,Poland,SR4MR  C,SR4MR  G,145.6625,DUP-,0.6,DV,,,YES,Approximate,53.87,21.3,+1:00
5,Europe - Eastern,Mragowo,Poland,SR4MR  B,SR4MR  G,439.15,DUP-,7.6,DV,,,YES,Approximate,53.87,21.3,+1:00
5,Europe - Eastern,Mragowo,Poland,SR4MR  A,SR4MR  G,439.27,DUP-,5,DV,,,YES,Approximate,53.87,21.3,+1:00
5,Europe - Eastern,Niegowonice,Poland,SR9UVU B,SR9UVU G,439.1625,DUP-,7.6,DV,,,YES,Approximate,50.39,19.42,+1:00
5,Europe - Eastern,Olawa,Poland,SR6UVY B,SR6UVY G,439.2125,DUP-,7.6,DV,,,YES,Approximate,50.95,17.28,+1:00
5,Europe - Eastern,Olsztyn,Poland,SR4UVN B,SR4UVN G,438.95,DUP-,7.6,DV,,,YES,Approximate,53.78,20.5,+1:00
5,Europe - Eastern,Przelecz Karkono,Poland,SR6UPK B,SR6UPK G,438.5375,DUP-,7.6,DV,,,YES,Approximate,50.77,15.64,+1:00
5,Europe - Eastern,Radom,Poland,SR5UVR B,SR5UVR G,438.525,DUP-,7.6,DV,,,YES,Approximate,51.41,21.16,+1:00
5,Europe - Eastern,Swinoujscie,Poland,SR1UVH C,SR1UVH G,145.5875,DUP-,0.6,DV,,,YES,Approximate,53.91,14.24,+1:00
5,Europe - Eastern,Swinoujscie,Poland,SR1UVH B,SR1UVH G,439.025,DUP-,7.6,DV,,,YES,Approximate,53.91,14.24,+1:00
5,Europe - Eastern,Swinoujscie,Poland,SR1UVH A,SR1UVH G,433.4375,DUP-,0,DV,,,YES,Approximate,53.91,14.24,+1:00
5,Europe - Eastern,Szczecin Kolowo,Poland,SR1ZK  B,SR1ZK  G,439.3,DUP-,7.6,DV,,,YES,Approximate,53.34,14.68,+1:00
5,Europe - Eastern,Warsaw,Poland,SR5UVA B,SR5UVA G,439.4375,DUP-,7.6,DV,,,YES,Approximate,52.24,21,+1:00
5,Europe - Eastern,Warszawa Kaweczy,Poland,SR5WW  B,SR5WW  G,438.5,DUP-,7.6,DV,,,YES,Approximate,52.27,21.13,+1:00
5,Europe - Eastern,Wlodawa,Poland,SR8UWD A,SR8UWD G,439.27,DUP-,5,DV,,,YES,Approximate,51.56,23.56,+1:00
5,Europe - Eastern,Zakopane,Poland,SR9UVZ B,SR9UVZ G,439.2,DUP-,7.6,DV,,,YES,Approximate,49.31,19.94,+1:00
5,Europe - Eastern,Brasov,Romania,YO6KSU B,YO6KSU G,438.9,DUP-,7.6,DV,,,YES,Approximate,45.66,25.6,+2:00
5,Europe - Eastern,Bratislava,Slovakia,OM0ODB B,OM0ODB G,438.325,DUP+,7.6,DV,,,YES,Approximate,48,17,+1:00
6,Europe - Norther,Aarhus S,Denmark,OZ2REL B,OZ2REL G,434.575,DUP-,2,DV,,,YES,Approximate,56.06,10.21,+1:00
6,Europe - Norther,Broenderslev,Denmark,OZ2DST B,OZ2DST G,434.5875,DUP-,2,DV,,,YES,Approximate,57.28,9.96,+1:00
6,Europe - Norther,Copenhagen,Denmark,OZ2REA B,OZ2REA G,434.9375,DUP-,2,DV,,,YES,Approximate,55.68,12.53,+1:00
6,Europe - Norther,Copenhagen,Denmark,OZ2REA C,OZ2REA G,145.7125,DUP-,0.6,DV,,,YES,Approximate,55.68,12.53,+1:00
6,Europe - Norther,Esbjerg,Denmark,OZ4RED C,OZ4RED G,145.7625,DUP-,0.6,DV,,,YES,Approximate,55.51,8.46,+1:00
6,Europe - Norther,Esbjerg,Denmark,OZ4RED B,OZ4RED G,434.9625,DUP-,2,DV,,,YES,Approximate,55.51,8.46,+1:00
6,Europe - Norther,Frederikshavn,Denmark,OZ0DST B,OZ0DST G,434.575,DUP-,2,DV,,,YES,Approximate,57.47,10.46,+1:00
6,Europe - Norther,Herning,Denmark,OZ1REH B,OZ1REH G,434.5375,DUP-,2,DV,,,YES,Approximate,56.11,8.99,+1:00
6,Europe - Norther,Hjallerup,Denmark,OZ1REC B,OZ1REC G,434.55,DUP-,2,DV,,,YES,Approximate,57.17,10.16,+1:00
6,Europe - Norther,Hurup Thy,Denmark,OZ9RET C,OZ9RET G,145.6625,DUP-,0.6,DV,,,YES,Approximate,56.76,8.39,+1:00
6,Europe - Norther,Hurup Thy,Denmark,OZ9RET B,OZ9RET G,434.9875,DUP-,2,DV,,,YES,Approximate,56.76,8.39,+1:00
6,Europe - Norther,Knivsbjerg,Denmark,OZ3REY B,OZ3REY G,434.6,DUP-,2,DV,,,YES,Approximate,55.15,9.44,+1:00
6,Europe - Norther,Logstor,Denmark,OZ7REL B,OZ7REL G,434.5375,DUP-,2,DV,,,YES,Approximate,56.96,9.27,+1:00
6,Europe - Norther,Lokken,Denmark,OZ1REJ B,OZ1REJ G,434.5625,DUP-,2,DV,,,YES,Approximate,57.38,9.73,+1:00
6,Europe - Norther,Naestved,Denmark,OZ0REA B,OZ0REA G,434.5625,DUP-,2,DV,,,YES,Approximate,55.23,11.78,+1:00
6,Europe - Norther,Odense,Denmark,OZ2REE B,OZ2REE G,434.5375,DUP-,0.2,DV,,,YES,Approximate,55.38,10.51,+1:00
6,Europe - Norther,Osterlars,Denmark,OZ9AFZ C,OZ9AFZ G,145.6875,DUP+,0.6,DV,,,YES,Approximate,55.17,14.97,+1:00
6,Europe - Norther,Osterlars,Denmark,OZ9AFZ B,OZ9AFZ G,433.4375,DUP-,0,DV,,,YES,Approximate,55.17,14.97,+1:00
6,Europe - Norther,Randers,Denmark,OZ9REZ B,OZ9REZ G,434.5625,DUP-,2,DV,,,YES,Approximate,56.47,10.02,+1:00
6,Europe - Norther,Rutsker,Denmark,OZ0REH C,OZ0REH G,144.8125,DUP-,0,DV,,,YES,Approximate,55.21,14.76,+1:00
6,Europe - Norther,Rutsker,Denmark,OZ0REH B,OZ0REH G,434.5375,DUP-,2,DV,,,YES,Approximate,55.21,14.76,+1:00
6,Europe - Norther,Stoevring,Denmark,OZ4REN B,OZ4REN G,434.525,DUP-,2,DV,,,YES,Approximate,56.89,9.82,+1:00
6,Europe - Norther,Copenhagen F,Hovedsta,OZ2REM B,OZ2REM G,434.55,DUP-,2,DV,,,YES,Approximate,55.68,12.51,+1:00
6,Europe - Norther,Vordingborg,Sjaellan,OZ0REC B,OZ0REC G,434.5875,DUP-,2,DV,,,YES,Approximate,55.03,11.9,+1:00
6,Europe - Norther,Vissenbjerg,Syddanma,OZ0REV B,OZ0REV G,434.5625,DUP-,2,DV,,,YES,Approximate,55.39,10.14,+1:00
6,Europe - Norther,Reykjavik,Iceland,TF3RPI B,TF3RPI G,439.95,DUP-,5,DV,,,YES,Approximate,63.98,-21.63,0:00
6,Europe - Norther,Bronnoysund,Norway,LD8BS  B,LD8BS  G,433.6375,DUP-,0,DV,,,YES,Approximate,65.5,12.25,+1:00
6,Europe - Norther,Drammen,Norway,LD3DV  B,LD3DV  G,434.525,DUP-,2,DV,,,YES,Approximate,59.76,10.21,+1:00
6,Europe - Norther,Forbordsfjellet,Norway,LD7FF  C,LD7FF  G,145.6375,DUP-,0.6,DV,,,YES,Approximate,63.53,10.89,+1:00
6,Europe - Norther,Forbordsfjellet,Norway,LD7FF  B,LD7FF  G,434.675,DUP-,2,DV,,,YES,Approximate,63.53,10.89,+1:00
6,Europe - Norther,Forbordsfjellet,Norway,LD7FF  A,LD7FF  G,434.22,DUP+,5,DV,,,YES,Approximate,63.53,10.89,+1:00
6,Europe - Norther,Grimstad,Norway,LD4FH  B,LD4FH  G,434.7,DUP-,2,DV,,,YES,Approximate,58.39,8.59,+1:00
6,Europe - Norther,Lund,Norway,LD4LA  C,LD4LA  G,145.5875,DUP-,0.6,DV,,,YES,Approximate,58.53,6.55,+1:00
6,Europe - Norther,Lund,Norway,LD4LA  B,LD4LA  G,434.8625,DUP-,2,DV,,,YES,Approximate,58.53,6.55,+1:00
6,Europe - Norther,Lund,Norway,LD4LA  A,LD4LA  G,144.875,DUP-,0,DV,,,YES,Approximate,58.53,6.55,+1:00
6,Europe - Norther,Mo i Rana,Norway,LD8MR  B,LD8MR  G,434.85,DUP-,2,DV,,,YES,Approximate,66.32,14.15,+1:00
6,Europe - Norther,Mosjoen,Norway,LD8MK  B,LD8MK  G,434.825,DUP-,2,DV,,,YES,Approximate,65.88,13.2,+1:00
6,Europe - Norther,Narvik,Norway,LD8NA  B,LD8NA  G,434.775,DUP-,2,DV,,,YES,Approximate,68.42,17.4,+1:00
6,Europe - Norther,Nesna,Norway,LD8NN  B,LD8NN  G,433.275,DUP-,0,DV,,,YES,Approximate,66.22,13.06,+1:00
6,Europe - Norther,Ornes,Norway,LD8MM  B,LD8MM  G,433.6875,DUP-,0,DV,,,YES,Approximate,66.88,13.72,+1:00
6,Europe - Norther,Orre,Norway,LD4LK  C,LD4LK  G,145.687,DUP-,0.6,DV,,,YES,Approximate,58.2,6.94,+1:00
6,Europe - Norther,Oslo,Norway,LD1OT  B,LD1OT  G,434.575,DUP-,2,DV,,,YES,Approximate,59.99,10.67,+1:00
6,Europe - Norther,Risoer,Norway,LD4RH  B,LD4RH  G,434.5375,DUP-,0,DV,,,YES,Approximate,58.77,9.11,+1:00
6,Europe - Norther,Sandnessjoen,Norway,LD8SA  B,LD8SA  G,434.8,DUP-,2,DV,,,YES,Approximate,66.01,12.62,+1:00
6,Europe - Norther,Skien,Norway,LD3GL  B,LD3GL  G,434.5125,DUP-,2,DV,,,YES,Approximate,59.24,9.7,+1:00
6,Europe - Norther,Stavanger,Norway,LD4VF  C,LD4VF  G,145.6375,DUP-,0.6,DV,,,YES,Approximate,58.93,5.8,+1:00
7,Europe - Souther,Sarajevo,Bosnia A,E71MIS B,E71MIS G,438.84,DUP-,0,DV,,,YES,Approximate,43.88,18.44,+1:00
7,Europe - Souther,Sarajevo,Bosnia A,E79USA B,E79USA G,438.6,DUP-,7.6,DV,,,YES,Approximate,43.88,18.44,+1:00
7,Europe - Souther,Celavac,Croatia,9A0DZD B,9A0DZD G,439.275,DUP-,7.6,DV,,,YES,Approximate,44.26,15.79,+1:00
7,Europe - Souther,Agios Nikolaos-C,Greece,SV9CAG B,SV9CAG G,438.8375,DUP-,7.6,DV,,,YES,Approximate,35.19,25.72,+2:00
7,Europe - Souther,Agrinio,Greece,SZ1A   B,SZ1A   G,439.375,DUP-,7.6,DV,,,YES,Approximate,38.81,20.99,+2:00
7,Europe - Souther,Athens,Greece,SV1P   B,SV1P   G,439.425,DUP-,7.6,DV,,,YES,Approximate,37.96,23.82,+2:00
7,Europe - Souther,Athens,Greece,SW1G   B,SW1G   G,438.8375,DUP-,7.6,DV,,,YES,Approximate,38.02,23.68,+2:00
7,Europe - Souther,Athens,Greece,SW1I   B,SW1I   G,438.7375,DUP-,7.6,DV,,,YES,Approximate,37.95,23.82,+1:00
7,Europe - Souther,Athens,Greece,SZ1SV  B,SZ1SV  G,439.425,DUP-,7.6,DV,,,YES,Approximate,37.96,23.72,+2:00
7,Europe - Souther,Corinth,Greece,SV1O   C,SV1O   G,145.7625,DUP-,0.6,DV,,,YES,Approximate,38.03,23.14,+2:00
7,Europe - Souther,Florina,Greece,SZ2RLF B,SZ2RLF G,439.3125,DUP-,7.6,DV,,,YES,Approximate,40.77,21.26,+2:00
7,Europe - Souther,IERAPETRA,Greece,SV9GPM B,SV9GPM G,438.8125,DUP-,0,DV,,,YES,Approximate,35.02,25.75,+2:00
7,Europe - Souther,Ioannina,Greece,SZ6IOA B,SZ6IOA G,438.8375,DUP-,7.6,DV,,,YES,Approximate,39.66,20.99,+2:00
7,Europe - Souther,KASTORIA,Greece,SV2U   B,SV2U   G,438.8375,DUP-,7.6,DV,,,YES,Approximate,40.62,21.38,+2:00
7,Europe - Souther,Mitlini/Lesvos,Greece,SZ8LSV B,SZ8LSV G,438.8375,DUP-,7.6,DV,,,YES,Approximate,39.07,26.57,+2:00
7,Europe - Souther,Naoussa,Greece,SV2LLJ B,SV2LLJ G,438.8625,DUP-,7.6,DV,,,YES,Approximate,40.64,22.08,+2:00
7,Europe - Souther,Serres,Greece,SZ7SER B,SZ7SER G,439.125,DUP-,7.6,DV,,,YES,Approximate,41.16,23.36,+2:00
7,Europe - Souther,THESALONIKI,Greece,SV2K   B,SV2K   G,438.8375,DUP-,7.6,DV,,,YES,Approximate,40.65,22.97,+2:00
7,Europe - Souther,Thessaloniki,Greece,SV2F   B,SV2F   G,439.425,DUP-,7.6,DV,,,YES,Approximate,40.52,23.23,+2:00
7,Europe - Souther,Tripoli,Greece,SV3G   B,SV3G   G,439.4,DUP-,7.6,DV,,,YES,Approximate,37.97,23.45,+2:00
7,Europe - Souther,Volos,Greece,SV4J   B,SV4J   G,438.425,DUP-,7.6,DV,,,YES,Approximate,39.41,23.04,+2:00
7,Europe - Souther,Zante Island,Greece,SV8S   B,SV8S   G,439.425,DUP-,7.6,DV,,,YES,Approximate,37.8,20.79,+2:00
7,Europe - Souther,Amarante,Portugal,CQ0DAM C,CQ0DAM G,145.7875,DUP-,0.6,DV,,,YES,Approximate,41.27,-8.09,+1:00
7,Europe - Souther,Amarante,Portugal,CQ0DAM B,CQ0DAM G,438.2,DUP-,7.6,DV,,,YES,Approximate,41.27,-8.09,+1:00
7,Europe - Souther,Arrabida (Setuba,Portugal,CQ0DSA B,CQ0DSA G,438.6125,DUP-,7.6,DV,,,YES,Approximate,38.5,-8.96,+1:00
7,Europe - Souther,Cascais,Portugal,CQ0DCS B,CQ0DCS G,438.4,DUP-,7.6,DV,,,YES,Approximate,38.74,-9.4,+1:00
7,Europe - Souther,Chaves (Leiranco,Portugal,CQ0DCH B,CQ0DCH G,438.5125,DUP-,7.6,DV,,,YES,Approximate,41.74,-7.64,+1:00
7,Europe - Souther,Portalegre (S. M,Portugal,CQ0DSM B,CQ0DSM G,438.5,DUP-,7.6,DV,,,YES,Approximate,39.32,-7.36,+1:00
7,Europe - Souther,San Marino,San Mari,T79DV  B,T79DV  G,431.4875,DUP+,1.6,DV,,,YES,Approximate,43.94,12.45,+1:00
7,Europe - Souther,Izola,Slovenia,S55DPI B,S55DPI G,438.2,DUP-,7.6,DV,,,YES,Approximate,45.51,13.65,+1:00
7,Europe - Souther,Ljubljana,Slovenia,S55DLJ B,S55DLJ G,438.2,DUP-,7.6,DV,,,YES,Approximate,46.03,14.66,+1:00
7,Europe - Souther,Maribor,Slovenia,S55DMX B,S55DMX G,439.2,DUP-,7.6,DV,,,YES,Approximate,46.52,15.6,+1:00
7,Europe - Souther,Trbovlje,Slovenia,S55DZA B,S55DZA G,438.3,DUP-,7.6,DV,,,YES,Approximate,46.16,15.06,+1:00
7,Europe - Souther,A Estrada,Spain,ED1ZAT B,ED1ZAT G,438.325,DUP-,7.6,DV,,,YES,Approximate,42.71,-8.34,+4:30
7,Europe - Souther,Algaida,Spain,ED6ZAB B,ED6ZAB G,438.45,DUP-,7.6,DV,,,YES,Approximate,39.52,2.93,+1:00
7,Europe - Souther,Benidorm,Spain,ED5YAU B,ED5YAU G,438.275,DUP-,7.6,DV,,,YES,Approximate,38.54,-0.16,+1:00
7,Europe - Souther,Benidorm,Spain,ED5ZAG B,ED5ZAG G,438.275,DUP-,7.6,DV,,,YES,Approximate,38.73,-0.07,+1:00
7,Europe - Souther,Bilbao,Spain,ED2ZAC B,ED2ZAC G,438.2,DUP-,7.6,DV,,,YES,Approximate,43.28,-2.94,+1:00
7,Europe - Souther,Castellar del Va,Spain,EA3RCC B,EA3RCC G,438.475,DUP-,7.6,DV,,,YES,Approximate,41.64,2.09,+1:00
7,Europe - Souther,Castellon,Spain,EA5RKD B,EA5RKD G,438.525,DUP-,7.6,DV,,,YES,Approximate,40.09,0.04,+1:00
7,Europe - Souther,Cordoba,Spain,ED7ZAD B,ED7ZAD G,438.525,DUP-,7.6,DV,,,YES,Approximate,37.89,-4.77,+1:00
7,Europe - Souther,Denia,Spain,ED5ZAC C,ED5ZAC G,145.6875,DUP-,0.6,DV,,,YES,Approximate,38.85,0.11,+1:00
7,Europe - Souther,Denia,Spain,ED5ZAC B,ED5ZAC G,438.3,DUP-,7.6,DV,,,YES,Approximate,38.85,0.11,+1:00
7,Europe - Souther,Ganeta,Spain,ED2YAO B,ED2YAO G,144.85,DUP-,0,DV,,,YES,Approximate,43.22,-2.94,+1:00
7,Europe - Souther,GIBALBIN,Spain,ED7ZAJ B,ED7ZAJ G,438.3,DUP-,7.6,DV,,,YES,Approximate,36.5,-5.56,+1:00
7,Europe - Souther,Gijon,Spain,ED1ZAE C,ED1ZAE G,145.5875,DUP-,0.6,DV,,,YES,Approximate,43.47,-5.67,+1:00
7,Europe - Souther,Granada,Spain,ED7ZAE B,ED7ZAE G,438.3,DUP-,7.6,DV,,,YES,Approximate,37.16,-3.59,+1:00
7,Europe - Souther,Irun,Spain,ED2ZAB C,ED2ZAB G,145.775,DUP-,0.6,DV,,,YES,Approximate,43.33,-1.76,+1:00
7,Europe - Souther,Las Palmas de G.,Spain,ED8ZAC C,ED8ZAC G,145.7,DUP-,0.6,DV,,,YES,Approximate,28.13,-15.43,0:00
7,Europe - Souther,Madrid,Spain,ED4ZAH B,ED4ZAH G,438.35,DUP-,7.6,DV,,,YES,Approximate,40.72,4.14,0:00
7,Europe - Souther,Malaga,Spain,ED7ZAC B,ED7ZAC G,438.45,DUP-,7.6,DV,,,YES,Approximate,36.61,-4.59,+1:00
7,Europe - Souther,MURCIA - CARRASC,Spain,ED5ZAE C,ED5ZAE G,145.575,DUP-,0.6,DV,,,YES,Approximate,37.85,-1.27,+1:00
7,Europe - Souther,MURCIA - CARRASC,Spain,ED5ZAE B,ED5ZAE G,438.2,DUP-,7.6,DV,,,YES,Approximate,37.85,-1.27,+1:00
7,Europe - Souther,Orense,Spain,ED1YBL C,ED1YBL G,145.6375,DUP-,0.6,DV,,,YES,Approximate,42.35,-7.61,0:00
7,Europe - Souther,Ourense,Spain,ED1YBK B,ED1YBK G,438.25,DUP-,7.6,DV,,,YES,Approximate,42.36,-7.82,+1:00
7,Europe - Souther,Salamanca,Spain,ED1ZAB B,ED1ZAB G,438.3,DUP-,7.6,DV,,,YES,Approximate,40.95,-5.66,+1:00
7,Europe - Souther,SFernando(Cadiz),Spain,ED7YAU B,ED7YAU G,438.3,DUP-,7.6,DV,,,YES,Approximate,36.49,5.57,+1:00
7,Europe - Souther,Valencia,Spain,ED5ZAB B,ED5ZAB G,438.2,DUP-,7.6,DV,,,YES,Approximate,39.49,-0.33,+1:00
7,Europe - Souther,Verin - Ourense,Spain,ED1ZAJ B,ED1ZAJ G,438.325,DUP-,7.6,DV,,,YES,Approximate,41.91,-7.46,+1:00
7,Europe - Souther,Zaragoza,Spain,ED2ZAA B,ED2ZAA G,438.35,DUP-,7.6,DV,,,YES,Approximate,41.64,-0.89,+1:00
8,Europe - Western,Frastanz,Austria,OE9XMV C,OE9XMV G,145.7,DUP-,0.6,DV,,,YES,Approximate,47.22,9.63,+2:00
